index,model,estimate,archivedt
2021-03-27,jrc,0.9842009480252871,2022-11-01
2021-03-27,cislaghi,0.9933701935750464,2022-11-01
2021-03-27,ucsf,0.922707404525441,2022-11-01
2021-03-27,m.rt,0.9612072176322175,2022-11-01
2021-03-28,can,0.98,2022-11-01
2021-03-28,linlab,0.922357794034497,2022-11-01
2021-03-28,jrc,0.9956598285161178,2022-11-01
2021-03-28,cislaghi,0.9982109315977814,2022-11-01
2021-03-28,ucsf,0.930905577315392,2022-11-01
2021-03-28,m.rt,0.9712072176322176,2022-11-01
2021-03-29,can,0.99,2022-11-01
2021-03-29,linlab,0.990667353645042,2022-11-01
2021-03-29,jrc,1.0023698633530824,2022-11-01
2021-03-29,cislaghi,1.001050506033111,2022-11-01
2021-03-29,ucsf,0.938397033499976,2022-11-01
2021-03-29,m.rt,0.9802224512150141,2022-11-01
2021-03-30,can,0.99,2022-11-01
2021-03-30,linlab,1.00913281656241,2022-11-01
2021-03-30,jrc,1.0046298336012025,2022-11-01
2021-03-30,cislaghi,1.0020113678869635,2022-11-01
2021-03-30,ucsf,0.945090013070128,2022-11-01
2021-03-30,m.rt,0.9908929071773351,2022-11-01
2021-03-31,can,1,2022-11-01
2021-03-31,linlab,0.998160677477157,2022-11-01
2021-03-31,jrc,0.999755666338982,2022-11-01
2021-03-31,cislaghi,0.9999558166340978,2022-11-01
2021-03-31,ucsf,0.950928456130411,2022-11-01
2021-03-31,m.rt,0.9974781292903292,2022-11-01
2021-04-01,can,1.01,2022-11-01
2021-04-01,linlab,1.00403310115576,2022-11-01
2021-04-01,jrc,0.9905548598979687,2022-11-01
2021-04-01,cislaghi,0.9960395581700767,2022-11-01
2021-04-01,ucsf,0.955876898648829,2022-11-01
2021-04-01,m.rt,0.9992688641320074,2022-11-01
2021-04-02,can,1.01,2022-11-01
2021-04-02,linlab,1.01666079115235,2022-11-01
2021-04-02,jrc,0.9803245018850486,2022-11-01
2021-04-02,cislaghi,0.9916662396848452,2022-11-01
2021-04-02,ucsf,0.959891115937884,2022-11-01
2021-04-02,m.rt,0.9958204880646346,2022-11-01
2021-04-03,can,1.01,2022-11-01
2021-04-03,linlab,1.19461382777907,2022-11-01
2021-04-03,jrc,0.9789829587504482,2022-11-01
2021-04-03,cislaghi,0.9910881457169145,2022-11-01
2021-04-03,ucsf,0.962868671305883,2022-11-01
2021-04-03,m.rt,0.9929313145239455,2022-11-01
2021-04-04,can,1.01,2022-11-01
2021-04-04,linlab,1.22410104023408,2022-11-01
2021-04-04,jrc,0.9770946582009031,2022-11-01
2021-04-04,cislaghi,0.9902789484997868,2022-11-01
2021-04-04,ucsf,0.964620705015619,2022-11-01
2021-04-04,m.rt,0.9910111113005154,2022-11-01
2021-04-05,can,1.01,2022-11-01
2021-04-05,linlab,1.09472934638714,2022-11-01
2021-04-05,jrc,0.9812426908184776,2022-11-01
2021-04-05,cislaghi,0.9920631319765298,2022-11-01
2021-04-05,ucsf,0.964889127493254,2022-11-01
2021-04-05,m.rt,0.9911434087310771,2022-11-01
2021-04-06,can,1.01,2022-11-01
2021-04-06,linlab,1.08104336314531,2022-11-01
2021-04-06,jrc,0.9877541236253876,2022-11-01
2021-04-06,cislaghi,0.9948682744560124,2022-11-01
2021-04-06,ucsf,0.963418987282198,2022-11-01
2021-04-06,m.rt,0.9924034516441097,2022-11-01
2021-04-07,can,1,2022-11-01
2021-04-07,linlab,1.0617847708327,2022-11-01
2021-04-07,jrc,1.006578640166335,2022-11-01
2021-04-07,cislaghi,1.0029758946047003,2022-11-01
2021-04-07,ucsf,0.960046866916308,2022-11-01
2021-04-07,m.rt,0.9966357670124143,2022-11-01
2021-04-08,can,1,2022-11-01
2021-04-08,linlab,1.04564613825241,2022-11-01
2021-04-08,jrc,1.0196239259444404,2022-11-01
2021-04-08,cislaghi,1.0085608207198453,2022-11-01
2021-04-08,ucsf,0.954780911142456,2022-11-01
2021-04-08,m.rt,1.0021349965935193,2022-11-01
2021-04-09,can,0.99,2022-11-01
2021-04-09,linlab,0.94443046999671,2022-11-01
2021-04-09,jrc,1.0300233354675818,2022-11-01
2021-04-09,cislaghi,1.0130075393466484,2022-11-01
2021-04-09,ucsf,0.947845497937331,2022-11-01
2021-04-09,m.rt,1.0005122384415153,2022-11-01
2021-04-10,can,0.99,2022-11-01
2021-04-10,linlab,0.841278464378598,2022-11-01
2021-04-10,jrc,1.0306549706633152,2022-11-01
2021-04-10,cislaghi,1.0132794319709415,2022-11-01
2021-04-10,ucsf,0.939663565578372,2022-11-01
2021-04-10,m.rt,0.9961869402399485,2022-11-01
2021-04-11,can,0.98,2022-11-01
2021-04-11,linlab,0.825761016376376,2022-11-01
2021-04-11,jrc,1.0350071160324317,2022-11-01
2021-04-11,cislaghi,1.0151513818200433,2022-11-01
2021-04-11,ucsf,0.930785270607487,2022-11-01
2021-04-11,m.rt,0.9866666666666667,2022-11-01
2021-04-12,can,0.97,2022-11-01
2021-04-12,linlab,0.857121682802542,2022-11-01
2021-04-12,jrc,1.0308847737312916,2022-11-01
2021-04-12,cislaghi,1.0133781802698845,2022-11-01
2021-04-12,ucsf,0.921776108720513,2022-11-01
2021-04-12,m.rt,0.98,2022-11-01
2021-04-13,can,0.96,2022-11-01
2021-04-13,linlab,0.869264689189356,2022-11-01
2021-04-13,jrc,1.0199819753836559,2022-11-01
2021-04-13,cislaghi,1.008711929477108,2022-11-01
2021-04-13,ucsf,0.913118535532649,2022-11-01
2021-04-13,m.rt,0.9700000000000001,2022-11-01
2021-04-14,can,0.95,2022-11-01
2021-04-14,linlab,0.906410427677516,2022-11-01
2021-04-14,jrc,0.9978265449030097,2022-11-01
2021-04-14,cislaghi,0.9992167738419306,2022-11-01
2021-04-14,ucsf,0.905156703854779,2022-11-01
2021-04-14,m.rt,0.96,2022-11-01
2021-04-15,can,0.94,2022-11-01
2021-04-15,linlab,0.890186839994779,2022-11-01
2021-04-15,jrc,0.9803990542273899,2022-11-01
2021-04-15,cislaghi,0.9918042570566902,2022-11-01
2021-04-15,ucsf,0.89809413012854,2022-11-01
2021-04-15,m.rt,0.9499999999999998,2022-11-01
2021-04-16,can,0.93,2022-11-01
2021-04-16,linlab,0.798677872918905,2022-11-01
2021-04-16,jrc,0.9626575565464354,2022-11-01
2021-04-16,cislaghi,0.9843006176918976,2022-11-01
2021-04-16,ucsf,0.892031526564139,2022-11-01
2021-04-16,m.rt,0.94,2022-11-01
2021-04-17,can,0.92,2022-11-01
2021-04-17,linlab,0.804002636602968,2022-11-01
2021-04-17,jrc,0.9465707842281462,2022-11-01
2021-04-17,cislaghi,0.9775339635579599,2022-11-01
2021-04-17,ucsf,0.887008754144784,2022-11-01
2021-04-17,m.rt,0.93,2022-11-01
2021-04-18,can,0.92,2022-11-01
2021-04-18,linlab,0.840658562579883,2022-11-01
2021-04-18,jrc,0.9293447615092665,2022-11-01
2021-04-18,cislaghi,0.9702656359884891,2022-11-01
2021-04-18,ucsf,0.883041745888024,2022-11-01
2021-04-18,m.rt,0.9233333333333333,2022-11-01
2021-04-19,can,0.91,2022-11-01
2021-04-19,linlab,0.867728162352267,2022-11-01
2021-04-19,jrc,0.9148131130927893,2022-11-01
2021-04-19,cislaghi,0.9641869659690055,2022-11-01
2021-04-19,ucsf,0.880153614729735,2022-11-01
2021-04-19,m.rt,0.9166666666666666,2022-11-01
2021-04-20,can,0.91,2022-11-01
2021-04-20,linlab,0.85533514398068,2022-11-01
2021-04-20,jrc,0.904464460304669,2022-11-01
2021-04-20,cislaghi,0.9598968610521768,2022-11-01
2021-04-20,ucsf,0.878387107934988,2022-11-01
2021-04-20,m.rt,0.9114881534348896,2022-11-01
2021-04-21,can,0.9,2022-11-01
2021-04-21,linlab,0.820509059714298,2022-11-01
2021-04-21,jrc,0.8930077808883965,2022-11-01
2021-04-21,cislaghi,0.9552289157152598,2022-11-01
2021-04-21,ucsf,0.87778373260351406,2022-11-01
2021-04-21,m.rt,0.9024907470643552,2022-11-01
2021-04-22,can,0.9,2022-11-01
2021-04-22,linlab,0.843228190974649,2022-11-01
2021-04-22,jrc,0.8813385154720645,2022-11-01
2021-04-22,cislaghi,0.9504778370403238,2022-11-01
2021-04-22,ucsf,0.878340844243991,2022-11-01
2021-04-22,m.rt,0.8929369188883767,2022-11-01
2021-04-23,can,0.9,2022-11-01
2021-04-23,linlab,0.952809450815292,2022-11-01
2021-04-23,jrc,0.872685001959443,2022-11-01
2021-04-23,cislaghi,0.9469602870882797,2022-11-01
2021-04-23,ucsf,0.879973192044485,2022-11-01
2021-04-23,m.rt,0.891448765453487,2022-11-01
2021-04-24,can,0.9,2022-11-01
2021-04-24,linlab,0.96576698202594,2022-11-01
2021-04-24,jrc,0.8698951623768656,2022-11-01
2021-04-24,cislaghi,0.9458196528447997,2022-11-01
2021-04-24,ucsf,0.882497054937275,2022-11-01
2021-04-24,m.rt,0.8937795051573548,2022-11-01
2021-04-25,can,0.9,2022-11-01
2021-04-25,linlab,0.932881413530515,2022-11-01
2021-04-25,jrc,0.8679088481491851,2022-11-01
2021-04-25,cislaghi,0.9450054473502016,2022-11-01
2021-04-25,ucsf,0.885653929611768,2022-11-01
2021-04-25,m.rt,0.9,2022-11-01
2021-04-26,can,0.91,2022-11-01
2021-04-26,linlab,0.924416392711264,2022-11-01
2021-04-26,jrc,0.8645522823158462,2022-11-01
2021-04-26,cislaghi,0.9436386530113524,2022-11-01
2021-04-26,ucsf,0.889150702350121,2022-11-01
2021-04-26,m.rt,0.9033333333333333,2022-11-01
2021-04-27,can,0.91,2022-11-01
2021-04-27,linlab,0.924398731181517,2022-11-01
2021-04-27,jrc,0.8598145655005153,2022-11-01
2021-04-27,cislaghi,0.941718607517015,2022-11-01
2021-04-27,ucsf,0.89268959162195,2022-11-01
2021-04-27,m.rt,0.9066666666666667,2022-11-01
2021-04-28,can,0.91,2022-11-01
2021-04-28,linlab,0.929283965288187,2022-11-01
2021-04-28,jrc,0.8621266452405401,2022-11-01
2021-04-28,cislaghi,0.942647770992614,2022-11-01
2021-04-28,ucsf,0.89596793194853,2022-11-01
2021-04-28,m.rt,0.91,2022-11-01
2021-04-29,can,0.92,2022-11-01
2021-04-29,linlab,1.0014718917343,2022-11-01
2021-04-29,jrc,0.8685586088582697,2022-11-01
2021-04-29,cislaghi,0.9452459259369629,2022-11-01
2021-04-29,ucsf,0.898676513764887,2022-11-01
2021-04-29,m.rt,0.9133333333333334,2022-11-01
2021-04-30,can,0.92,2022-11-01
2021-04-30,linlab,0.992018140844573,2022-11-01
2021-04-30,jrc,0.8758927170253038,2022-11-01
2021-04-30,cislaghi,0.9482212354929305,2022-11-01
2021-04-30,ucsf,0.900531601243162,2022-11-01
2021-04-30,m.rt,0.9166666666666666,2022-11-01
2021-05-01,can,0.92,2022-11-01
2021-05-01,linlab,0.952475144929514,2022-11-01
2021-05-01,jrc,0.8803016075295819,2022-11-01
2021-05-01,cislaghi,0.9500282144806003,2022-11-01
2021-05-01,ucsf,0.901320684017643,2022-11-01
2021-05-01,m.rt,0.92,2022-11-01
2021-05-02,can,0.92,2022-11-01
2021-05-02,linlab,0.948156362656616,2022-11-01
2021-05-02,jrc,0.8850601372592335,2022-11-01
2021-05-02,cislaghi,0.9519869141249094,2022-11-01
2021-05-02,ucsf,0.900947817325792,2022-11-01
2021-05-02,m.rt,0.92,2022-11-01
2021-05-03,can,0.92,2022-11-01
2021-05-03,linlab,0.938812730858895,2022-11-01
2021-05-03,jrc,0.8936634198420037,2022-11-01
2021-05-03,cislaghi,0.9555179354409677,2022-11-01
2021-05-03,ucsf,0.899462930265029,2022-11-01
2021-05-03,m.rt,0.92,2022-11-01
2021-05-04,can,0.92,2022-11-01
2021-05-04,linlab,0.935807495928896,2022-11-01
2021-05-04,jrc,0.8991112350692303,2022-11-01
2021-05-04,cislaghi,0.9577281200776319,2022-11-01
2021-05-04,ucsf,0.897061750926826,2022-11-01
2021-05-04,m.rt,0.92,2022-11-01
2021-05-05,can,0.92,2022-11-01
2021-05-05,linlab,0.950149788355903,2022-11-01
2021-05-05,jrc,0.9034313892819048,2022-11-01
2021-05-05,cislaghi,0.9594816422201113,2022-11-01
2021-05-05,ucsf,0.894046998650212,2022-11-01
2021-05-05,m.rt,0.92,2022-11-01
2021-05-06,can,0.91,2022-11-01
2021-05-06,linlab,0.899846179500987,2022-11-01
2021-05-06,jrc,0.90375451221059,2022-11-01
2021-05-06,cislaghi,0.9596134931111977,2022-11-01
2021-05-06,ucsf,0.890756214842595,2022-11-01
2021-05-06,m.rt,0.91458483740353,2022-11-01
2021-05-07,can,0.91,2022-11-01
2021-05-07,linlab,0.907416997579665,2022-11-01
2021-05-07,jrc,0.9040235501011088,2022-11-01
2021-05-07,cislaghi,0.9597238863699301,2022-11-01
2021-05-07,ucsf,0.887497376838324,2022-11-01
2021-05-07,m.rt,0.9103905032634184,2022-11-01
2021-05-08,can,0.91,2022-11-01
2021-05-08,linlab,0.89744906567737,2022-11-01
2021-05-08,jrc,0.8989170525487138,2022-11-01
2021-05-08,cislaghi,0.9576331775658977,2022-11-01
2021-05-08,ucsf,0.884505671322773,2022-11-01
2021-05-08,m.rt,0.9033628541129897,2022-11-01
2021-05-09,can,0.9,2022-11-01
2021-05-09,linlab,0.884113635685655,2022-11-01
2021-05-09,jrc,0.8911515518303471,2022-11-01
2021-05-09,cislaghi,0.9544510924768042,2022-11-01
2021-05-09,ucsf,0.881952099116735,2022-11-01
2021-05-09,m.rt,0.8991618673195753,2022-11-01
2021-05-10,can,0.9,2022-11-01
2021-05-10,linlab,0.869625555642688,2022-11-01
2021-05-10,jrc,0.8777372771367343,2022-11-01
2021-05-10,cislaghi,0.94898487990438,2022-11-01
2021-05-10,ucsf,0.879994240888487,2022-11-01
2021-05-10,m.rt,0.890020948422516,2022-11-01
2021-05-11,can,0.89,2022-11-01
2021-05-11,linlab,0.861223426727017,2022-11-01
2021-05-11,jrc,0.8724882897377967,2022-11-01
2021-05-11,cislaghi,0.9468547264290474,2022-11-01
2021-05-11,ucsf,0.878814396019339,2022-11-01
2021-05-11,m.rt,0.8833200629127244,2022-11-01
2021-05-12,can,0.89,2022-11-01
2021-05-12,linlab,0.870000745437757,2022-11-01
2021-05-12,jrc,0.8608405205540673,2022-11-01
2021-05-12,cislaghi,0.9421784486412131,2022-11-01
2021-05-12,ucsf,0.878615424494236,2022-11-01
2021-05-12,m.rt,0.8791413538006873,2022-11-01
2021-05-13,can,0.88,2022-11-01
2021-05-13,linlab,0.87448462330035,2022-11-01
2021-05-13,jrc,0.8486669631302254,2022-11-01
2021-05-13,cislaghi,0.9372982550318593,2022-11-01
2021-05-13,ucsf,0.879563275090704,2022-11-01
2021-05-13,m.rt,0.8789976985347597,2022-11-01
2021-05-14,can,0.88,2022-11-01
2021-05-14,linlab,0.83545164672293,2022-11-01
2021-05-14,jrc,0.8293886148793165,2022-11-01
2021-05-14,cislaghi,0.9296091466552506,2022-11-01
2021-05-14,ucsf,0.881715953331261,2022-11-01
2021-05-14,m.rt,0.8793928998616467,2022-11-01
2021-05-15,can,0.88,2022-11-01
2021-05-15,linlab,0.847615443902012,2022-11-01
2021-05-15,jrc,0.8198571096423436,2022-11-01
2021-05-15,cislaghi,0.925791403967828,2022-11-01
2021-05-15,ucsf,0.884966293093436,2022-11-01
2021-05-15,m.rt,0.8798544250302346,2022-11-01
2021-05-16,can,0.87,2022-11-01
2021-05-16,linlab,0.880521529340514,2022-11-01
2021-05-16,jrc,0.8183259780390522,2022-11-01
2021-05-16,cislaghi,0.9251726910384844,2022-11-01
2021-05-16,ucsf,0.889023451491727,2022-11-01
2021-05-16,m.rt,0.8801738431135048,2022-11-01
2021-05-17,can,0.87,2022-11-01
2021-05-17,linlab,0.894240186729801,2022-11-01
2021-05-17,jrc,0.8194178251723235,2022-11-01
2021-05-17,cislaghi,0.9256094327834732,2022-11-01
2021-05-17,ucsf,0.893446188323429,2022-11-01
2021-05-17,m.rt,0.884655905887981,2022-11-01
2021-05-18,can,0.87,2022-11-01
2021-05-18,linlab,0.939035902915355,2022-11-01
2021-05-18,jrc,0.8138504690284837,2022-11-01
2021-05-18,cislaghi,0.9233864366248873,2022-11-01
2021-05-18,ucsf,0.897697268229217,2022-11-01
2021-05-18,m.rt,0.89055499529772,2022-11-01
2021-05-19,can,0.87,2022-11-01
2021-05-19,linlab,0.960441936718749,2022-11-01
2021-05-19,jrc,0.813281565681204,2022-11-01
2021-05-19,cislaghi,0.9231621953559106,2022-11-01
2021-05-19,ucsf,0.901181864367485,2022-11-01
2021-05-19,m.rt,0.8974417736400437,2022-11-01
2021-05-20,can,0.87,2022-11-01
2021-05-20,linlab,1.31976581876779,2022-11-01
2021-05-20,jrc,0.8167492285007946,2022-11-01
2021-05-20,cislaghi,0.9245342229488643,2022-11-01
2021-05-20,ucsf,0.903251288175473,2022-11-01
2021-05-20,m.rt,0.9007101402573916,2022-11-01
2021-05-21,can,0.87,2022-11-01
2021-05-21,linlab,1.24660945559872,2022-11-01
2021-05-21,jrc,0.8247778028721026,2022-11-01
2021-05-21,cislaghi,0.9276824496290733,2022-11-01
2021-05-21,ucsf,0.903218372452897,2022-11-01
2021-05-21,m.rt,0.9025505083319517,2022-11-01
2021-05-22,can,0.88,2022-11-01
2021-05-22,linlab,1.16509179452839,2022-11-01
2021-05-22,jrc,0.8245182458535855,2022-11-01
2021-05-22,cislaghi,0.9275800060250463,2022-11-01
2021-05-22,ucsf,0.900430541406809,2022-11-01
2021-05-22,m.rt,0.9023000673450596,2022-11-01
2021-05-23,can,0.88,2022-11-01
2021-05-23,linlab,1.08638588312233,2022-11-01
2021-05-23,jrc,0.8188315607169864,2022-11-01
2021-05-23,cislaghi,0.9253068002456156,2022-11-01
2021-05-23,ucsf,0.894420055311319,2022-11-01
2021-05-23,m.rt,0.8993563230570083,2022-11-01
2021-05-24,can,0.88,2022-11-01
2021-05-24,linlab,1.04687776267653,2022-11-01
2021-05-24,jrc,0.819489381135134,2022-11-01
2021-05-24,cislaghi,0.9255706215717459,2022-11-01
2021-05-24,ucsf,0.885129392904984,2022-11-01
2021-05-24,m.rt,0.8933266632077039,2022-11-01
2021-05-25,can,0.89,2022-11-01
2021-05-25,linlab,0.973831743094821,2022-11-01
2021-05-25,jrc,0.823530239312196,2022-11-01
2021-05-25,cislaghi,0.9271804014823181,2022-11-01
2021-05-25,ucsf,0.873053792883431,2022-11-01
2021-05-25,m.rt,0.889849816072101,2022-11-01
2021-05-26,can,0.89,2022-11-01
2021-05-26,linlab,0.925807209298445,2022-11-01
2021-05-26,jrc,0.8258427289558131,2022-11-01
2021-05-26,cislaghi,0.9280942906146746,2022-11-01
2021-05-26,ucsf,0.859238934122347,2022-11-01
2021-05-26,m.rt,0.8883764643016613,2022-11-01
2021-05-27,can,0.89,2022-11-01
2021-05-27,linlab,0.584159863457736,2022-11-01
2021-05-27,jrc,0.8270640969301061,2022-11-01
2021-05-27,cislaghi,0.9285809503623715,2022-11-01
2021-05-27,ucsf,0.84506548184713,2022-11-01
2021-05-27,m.rt,0.8750218272823767,2022-11-01
2021-05-28,can,0.9,2022-11-01
2021-05-28,linlab,0.6218455310156,2022-11-01
2021-05-28,jrc,0.8339504629202693,2022-11-01
2021-05-28,cislaghi,0.9313423616821461,2022-11-01
2021-05-28,ucsf,0.831859487763502,2022-11-01
2021-05-28,m.rt,0.8563386482557998,2022-11-01
2021-05-29,can,0.9,2022-11-01
2021-05-29,linlab,0.674959866789634,2022-11-01
2021-05-29,jrc,0.847807268623411,2022-11-01
2021-05-29,cislaghi,0.9369245473076735,2022-11-01
2021-05-29,ucsf,0.8205304626135,2022-11-01
2021-05-29,m.rt,0.8422744044636034,2022-11-01
2021-05-30,can,0.91,2022-11-01
2021-05-30,linlab,0.75027669982722,2022-11-01
2021-05-30,jrc,0.8599722232991223,2022-11-01
2021-05-30,cislaghi,0.9418350857274413,2022-11-01
2021-05-30,ucsf,0.811419080274258,2022-11-01
2021-05-30,m.rt,0.8472433182809342,2022-11-01
2021-05-31,can,0.92,2022-11-01
2021-05-31,linlab,0.834647673694129,2022-11-01
2021-05-31,jrc,0.8376114267369988,2022-11-01
2021-05-31,cislaghi,0.9331528224038859,2022-11-01
2021-05-31,ucsf,0.804422400168257,2022-11-01
2021-05-31,m.rt,0.8484636395531774,2022-11-01
2021-06-01,can,0.92,2022-11-01
2021-06-01,linlab,0.915829502572018,2022-11-01
2021-06-01,jrc,0.831189206554388,2022-11-01
2021-06-01,cislaghi,0.9306034644109071,2022-11-01
2021-06-01,ucsf,0.799232915749984,2022-11-01
2021-06-01,m.rt,0.8711377175360463,2022-11-01
2021-06-02,can,0.93,2022-11-01
2021-06-02,linlab,0.932857524071737,2022-11-01
2021-06-02,jrc,0.8360391761914636,2022-11-01
2021-06-02,cislaghi,0.9325408747850694,2022-11-01
2021-06-02,ucsf,0.795533429788727,2022-11-01
2021-06-02,m.rt,0.8944803097696723,2022-11-01
2021-06-03,can,0.93,2022-11-01
2021-06-03,linlab,0.946046803210721,2022-11-01
2021-06-03,jrc,0.8774753573907731,2022-11-01
2021-06-03,cislaghi,0.9501536127888958,2022-11-01
2021-06-03,ucsf,0.793083354437298,2022-11-01
2021-06-03,m.rt,0.9252765008573394,2022-11-01
2021-06-04,can,0.94,2022-11-01
2021-06-04,linlab,0.934029837701128,2022-11-01
2021-06-04,jrc,0.9034190792403326,2022-11-01
2021-06-04,cislaghi,0.9610846672408854,2022-11-01
2021-06-04,ucsf,0.791741070128615,2022-11-01
2021-06-04,m.rt,0.9313432792337094,2022-11-01
2021-06-05,can,0.95,2022-11-01
2021-06-05,linlab,0.914882654707929,2022-11-01
2021-06-05,jrc,0.9228795283423992,2022-11-01
2021-06-05,cislaghi,0.9693265922651664,2022-11-01
2021-06-05,ucsf,0.791462160599147,2022-11-01
2021-06-05,m.rt,0.9289697886811757,2022-11-01
2021-06-06,can,0.95,2022-11-01
2021-06-06,linlab,0.889632763624306,2022-11-01
2021-06-06,jrc,0.9395326746611845,2022-11-01
2021-06-06,cislaghi,0.9763461426111202,2022-11-01
2021-06-06,ucsf,0.792307524517384,2022-11-01
2021-06-06,m.rt,0.9321473469015705,2022-11-01
2021-06-07,can,0.96,2022-11-01
2021-06-07,linlab,0.920046234682577,2022-11-01
2021-06-07,jrc,1.0110189970028258,2022-11-01
2021-06-07,cislaghi,1.0062771664719226,2022-11-01
2021-06-07,ucsf,0.794457184747074,2022-11-01
2021-06-07,m.rt,0.9408040676678612,2022-11-01
2021-06-08,can,0.96,2022-11-01
2021-06-08,linlab,0.904472282709287,2022-11-01
2021-06-08,jrc,1.0565113860997017,2022-11-01
2021-06-08,cislaghi,1.0254403031494548,2022-11-01
2021-06-08,ucsf,0.798205816265654,2022-11-01
2021-06-08,m.rt,0.9531775582203948,2022-11-01
2021-06-09,can,0.97,2022-11-01
2021-06-09,linlab,0.910241639501294,2022-11-01
2021-06-09,jrc,1.086707048814837,2022-11-01
2021-06-09,cislaghi,1.0381578107405223,2022-11-01
2021-06-09,ucsf,0.803932090169413,2022-11-01
2021-06-09,m.rt,0.9633333333333333,2022-11-01
2021-06-10,can,0.97,2022-11-01
2021-06-10,linlab,0.937285574142079,2022-11-01
2021-06-10,jrc,1.0476753494190667,2022-11-01
2021-06-10,cislaghi,1.0215083762002588,2022-11-01
2021-06-10,ucsf,0.812038774575601,2022-11-01
2021-06-10,m.rt,0.9666666666666667,2022-11-01
2021-06-11,can,0.98,2022-11-01
2021-06-11,linlab,0.935766749003752,2022-11-01
2021-06-11,jrc,1.0278101370226944,2022-11-01
2021-06-11,cislaghi,1.0130626413884338,2022-11-01
2021-06-11,ucsf,0.8229201773353,2022-11-01
2021-06-11,m.rt,0.9733333333333333,2022-11-01
2021-06-12,can,0.98,2022-11-01
2021-06-12,linlab,0.972576711704197,2022-11-01
2021-06-12,jrc,1.017742199069265,2022-11-01
2021-06-12,cislaghi,1.0087386000424228,2022-11-01
2021-06-12,ucsf,0.836947155506264,2022-11-01
2021-06-12,m.rt,0.9766666666666666,2022-11-01
2021-06-13,can,0.99,2022-11-01
2021-06-13,linlab,1.0451634698544,2022-11-01
2021-06-13,jrc,1.0224085508285154,2022-11-01
2021-06-13,cislaghi,1.0107692602622995,2022-11-01
2021-06-13,ucsf,0.85448985705892,2022-11-01
2021-06-13,m.rt,0.9902564200874332,2022-11-01
2021-06-14,can,0.99,2022-11-01
2021-06-14,linlab,1.0191222609996,2022-11-01
2021-06-14,jrc,1.008421946779612,2022-11-01
2021-06-14,cislaghi,1.0043973664856942,2022-11-01
2021-06-14,ucsf,0.87595746126125,2022-11-01
2021-06-14,m.rt,0.9983888755826645,2022-11-01
2021-06-15,can,1,2022-11-01
2021-06-15,linlab,1.01491710595355,2022-11-01
2021-06-15,jrc,1.002770469307041,2022-11-01
2021-06-15,cislaghi,1.0018720716538838,2022-11-01
2021-06-15,ucsf,0.901786182145369,2022-11-01
2021-06-15,m.rt,1.0056795661339593,2022-11-01
2021-06-16,can,1,2022-11-01
2021-06-16,linlab,1.1012959163367,2022-11-01
2021-06-16,jrc,1.0066064531425178,2022-11-01
2021-06-16,cislaghi,1.0035717148371464,2022-11-01
2021-06-16,ucsf,0.93239634447481,2022-11-01
2021-06-16,m.rt,1.0032803843255749,2022-11-01
2021-06-17,can,1.01,2022-11-01
2021-06-17,linlab,1.18272962704092,2022-11-01
2021-06-17,jrc,1.0425061952239425,2022-11-01
2021-06-17,cislaghi,1.0188120618704777,2022-11-01
2021-06-17,ucsf,0.968093550891435,2022-11-01
2021-06-17,m.rt,1.0080852827871694,2022-11-01
2021-06-18,can,1.01,2022-11-01
2021-06-18,linlab,1.24607487733961,2022-11-01
2021-06-18,jrc,1.073860667459414,2022-11-01
2021-06-18,cislaghi,1.0323771973601754,2022-11-01
2021-06-18,ucsf,1.00896215865576,2022-11-01
2021-06-18,m.rt,1.0182536580225998,2022-11-01
2021-06-19,can,1.01,2022-11-01
2021-06-19,linlab,1.32108324200567,2022-11-01
2021-06-19,jrc,1.0935295767590913,2022-11-01
2021-06-19,cislaghi,1.0409481787851034,2022-11-01
2021-06-19,ucsf,1.05478482760326,2022-11-01
2021-06-19,m.rt,1.0353246956113045,2022-11-01
2021-06-20,can,1.02,2022-11-01
2021-06-20,linlab,1.25262758202088,2022-11-01
2021-06-20,jrc,1.0984468798683151,2022-11-01
2021-06-20,cislaghi,1.0431190314619359,2022-11-01
2021-06-20,ucsf,1.10494885464062,2022-11-01
2021-06-20,m.rt,1.061869634943917,2022-11-01
2021-06-21,can,1.02,2022-11-01
2021-06-21,linlab,1.22169949170248,2022-11-01
2021-06-21,jrc,1.105622847802164,2022-11-01
2021-06-21,cislaghi,1.0463547931670352,2022-11-01
2021-06-21,ucsf,1.15838698998858,2022-11-01
2021-06-21,m.rt,1.0862848517579131,2022-11-01
2021-06-22,can,1.03,2022-11-01
2021-06-22,linlab,1.0806884620708,2022-11-01
2021-06-22,jrc,1.1236059158162846,2022-11-01
2021-06-22,cislaghi,1.0545412250628425,2022-11-01
2021-06-22,ucsf,1.21349369716086,2022-11-01
2021-06-22,m.rt,1.0949193965804263,2022-11-01
2021-06-23,can,1.04,2022-11-01
2021-06-23,linlab,1.08717977877833,2022-11-01
2021-06-23,jrc,1.1425958152359461,2022-11-01
2021-06-23,cislaghi,1.063249451586703,2022-11-01
2021-06-23,ucsf,1.26808419264199,2022-11-01
2021-06-23,m.rt,1.0911636962170979,2022-11-01
2021-06-24,can,1.05,2022-11-01
2021-06-24,linlab,1.04796248926226,2022-11-01
2021-06-24,jrc,1.1640426350205082,2022-11-01
2021-06-24,cislaghi,1.0731689430552152,2022-11-01
2021-06-24,ucsf,1.31940701019795,2022-11-01
